scGPT,PCA
0.36914600550964183,0.5950413223140496
0.4600550964187328,0.4352617079889808
0.38016528925619836,0.5041322314049586
0.41597796143250687,0.49311294765840225
0.4903581267217631,0.4462809917355372
0.6005509641873279,0.41597796143250687
0.628099173553719,0.42699724517906334
0.4435261707988981,0.5619834710743802
0.6556473829201102,0.4435261707988981
0.6776859504132231,0.39669421487603307
0.5371900826446281,0.5179063360881543
0.5151515151515151,0.48209366391184566
0.6363636363636364,0.6584022038567494
0.721763085399449,0.5647382920110192
0.7107438016528926,0.48484848484848486
0.8044077134986225,0.5840220385674931
0.606060606060606,0.41597796143250687
0.41046831955922863,0.49586776859504134
0.23140495867768596,0.2617079889807163
0.5234159779614325,0.4765840220385674
0.6033057851239669,0.47658402203856753
0.8292011019283746,0.5619834710743802
0.6584022038567493,0.581267217630854
0.6170798898071626,0.25619834710743805
0.5234159779614325,0.36914600550964183
0.44628099173553715,0.6005509641873279
0.3305785123966942,0.49035812672176304
0.674931129476584,0.3526170798898072
0.24517906336088152,0.5537190082644629
0.44077134986225897,0.5454545454545454
0.3333333333333333,0.2809917355371901
0.4545454545454546,0.6391184573002755
0.6418732782369145,0.578512396694215
0.5730027548209367,0.5234159779614325
0.38292011019283745,0.44352617079889806
0.7162534435261708,0.5702479338842975
0.4269972451790634,0.49586776859504134
0.44352617079889806,0.46005509641873277
0.47658402203856753,0.3911845730027548
0.2809917355371901,0.6225895316804408
0.5013774104683195,0.6363636363636364
0.31955922865013775,0.6859504132231405
0.4765840220385674,0.47107438016528924
0.6473829201101928,0.5977961432506887
0.49035812672176304,0.7851239669421488
0.36363636363636365,0.5482093663911846
0.46280991735537197,0.3057851239669422
0.5234159779614325,0.5041322314049587
0.4297520661157025,0.5619834710743802
0.43250688705234164,0.5399449035812672
0.5371900826446281,0.1322314049586777
0.3085399449035812,0.3526170798898072
0.4793388429752066,0.3608815426997245
0.5977961432506887,0.5454545454545455
0.17079889807162535,0.4573002754820937
0.371900826446281,0.6446280991735538
0.581267217630854,0.3112947658402204
0.6418732782369145,0.48484848484848486
0.393939393939394,0.3608815426997246
0.44628099173553726,0.3002754820936639
0.5702479338842975,0.5674931129476584
0.17355371900826444,0.23140495867768596
0.24517906336088158,0.3278236914600551
0.5289256198347108,0.33608815426997246
0.6501377410468319,0.29201101928374656
0.7107438016528926,0.16804407713498623
0.6584022038567493,0.5564738292011019
0.6473829201101928,0.5041322314049588
0.36363636363636365,0.32231404958677684
0.25895316804407714,0.6170798898071626
0.4049586776859505,0.4986225895316805
0.36914600550964183,0.4132231404958678
0.29476584022038566,0.6694214876033058
0.5702479338842975,0.5179063360881543
0.2837465564738292,0.8319559228650137
0.3085399449035813,0.5977961432506887
0.4738292011019284,0.5289256198347108
0.4628099173553719,0.3002754820936639
0.606060606060606,0.5261707988980716
0.21763085399449034,0.559228650137741
0.24793388429752067,0.3663911845730028
0.21763085399449034,0.07438016528925621
0.44352617079889806,0.39393939393939387
0.33884297520661155,0.36639118457300274
0.21487603305785125,0.7272727272727273
0.4683195592286501,0.6776859504132232
0.6308539944903582,0.5234159779614325
0.5482093663911846,0.578512396694215
0.3168044077134986,0.6831955922865014
0.36363636363636365,0.39944903581267216
0.22865013774104687,0.44352617079889806
0.13774104683195593,0.3608815426997245
0.3498622589531681,0.3856749311294766
0.31955922865013775,0.2892561983471074
0.7272727272727273,0.7272727272727273
0.44077134986225897,0.5482093663911846
0.5895316804407714,0.4710743801652893
0.39669421487603307,0.5950413223140496
0.3829201101928375,0.32231404958677684
0.4986225895316804,0.371900826446281
0.6088154269972451,0.33608815426997246
0.6721763085399449,0.7300275482093664
0.3305785123966942,0.5895316804407713
0.30578512396694213,0.7134986225895317
0.4820936639118457,0.7713498622589531
0.3691460055096419,0.6418732782369146
0.4214876033057851,0.5647382920110193
0.5867768595041323,0.5619834710743802
0.33608815426997246,0.5895316804407713
0.4738292011019284,0.6253443526170799
0.5950413223140496,0.3526170798898071
0.26170798898071623,0.33608815426997246
0.25068870523415976,0.6088154269972452
0.578512396694215,0.6556473829201102
0.4159779614325069,0.5399449035812672
0.5977961432506886,0.43250688705234164
0.6446280991735538,0.6198347107438017
0.40771349862258954,0.6198347107438016
0.6611570247933884,0.4793388429752066
0.256198347107438,0.5922865013774105
0.3415977961432507,0.3388429752066116
0.39118457300275483,0.48484848484848486
0.6776859504132231,0.5922865013774106
0.4958677685950413,0.5702479338842975
0.256198347107438,0.487603305785124
0.4986225895316805,0.6584022038567493
0.49586776859504134,0.7327823691460055
0.5068870523415978,0.534435261707989
0.3939393939393939,0.278236914600551
0.371900826446281,0.39118457300275483
0.5840220385674931,0.418732782369146
0.44628099173553715,0.5647382920110193
0.13774104683195593,0.6776859504132231
0.4931129476584022,0.43250688705234164
0.2837465564738292,0.5840220385674931
0.2892561983471075,0.6225895316804407
0.2975206611570248,0.5757575757575758
0.31955922865013775,0.6584022038567493
0.559228650137741,0.5261707988980716
0.6776859504132231,0.6556473829201102
0.34159779614325064,0.6253443526170799
0.3526170798898072,0.5509641873278237
0.31955922865013775,0.6914600550964188
0.6418732782369146,0.4683195592286502
0.34710743801652894,0.8016528925619835
0.46005509641873277,0.45179063360881544
0.2809917355371901,0.7851239669421486
0.5096418732782368,0.4352617079889808
0.35812672176308546,0.3360881542699724
0.45179063360881544,0.5206611570247934
0.3801652892561984,0.5674931129476584
0.4793388429752067,0.44077134986225897
0.26721763085399447,0.4104683195592287
0.6143250688705234,0.3471074380165289
0.4820936639118457,0.6528925619834711
0.34710743801652894,0.5179063360881543
0.4986225895316804,0.6914600550964188
0.4820936639118457,0.5371900826446281
0.15702479338842973,0.6363636363636364
0.5013774104683195,0.3498622589531681
0.6501377410468319,0.6198347107438016
0.5482093663911846,0.47107438016528924
0.22038567493112948,0.3801652892561984
0.35537190082644626,0.5867768595041323
0.39118457300275483,0.4462809917355372
0.39944903581267216,0.4214876033057851
0.5179063360881544,0.5702479338842976
0.5013774104683195,0.5426997245179064
0.3939393939393939,0.5041322314049588
0.7713498622589532,0.31955922865013775
0.22589531680440772,0.674931129476584
